match_id,competition_id,season_id,competition_name,season_name,country_name,competition_gender,match_date,kick_off,home_team,away_team,home_score,away_score,stage,stadium,referee,event_source_url
7565,43,3,FIFA World Cup,2018,International,male,2018-06-27,18:00:00.000,Serbia,Brazil,0,2,Group Stage,Otkritie Bank Arena,Alireza Faghani,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/7565.json
7566,43,3,FIFA World Cup,2018,International,male,2018-06-27,14:00:00.000,Mexico,Sweden,0,3,Group Stage,Ekaterinburg Arena,Néstor Fabián Pitana,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/7566.json
7567,43,3,FIFA World Cup,2018,International,male,2018-06-27,14:00:00.000,South Korea,Germany,2,0,Group Stage,Ak Bars Arena,Mark Geiger,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/7567.json
7568,43,3,FIFA World Cup,2018,International,male,2018-06-27,18:00:00.000,Switzerland,Costa Rica,2,2,Group Stage,Stadion Nizhny Novgorod (Nizhniy Novgorod),Clément Turpin,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/7568.json
7569,43,3,FIFA World Cup,2018,International,male,2018-06-28,18:00:00.000,Panama,Tunisia,1,2,Group Stage,Mordovia Arena,Nawaf Abdulla Ghayyath Shukralla,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/7569.json
7570,43,3,FIFA World Cup,2018,International,male,2018-06-28,18:00:00.000,England,Belgium,0,1,Group Stage,Rostec Arena,Damir Skomina,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/7570.json
7571,43,3,FIFA World Cup,2018,International,male,2018-06-28,14:00:00.000,Senegal,Colombia,0,1,Group Stage,Solidarnost Arena,Milorad Mažić,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/7571.json
7572,43,3,FIFA World Cup,2018,International,male,2018-06-28,14:00:00.000,Japan,Poland,0,1,Group Stage,Volgograd Arena,Janny Sikazwe,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/7572.json
7579,43,3,FIFA World Cup,2018,International,male,2018-06-30,18:00:00.000,Uruguay,Portugal,2,1,Round of 16,Olimpiyskiy Stadion Fisht,César Arturo Ramos Palazuelos,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/7579.json
7580,43,3,FIFA World Cup,2018,International,male,2018-06-30,14:00:00.000,France,Argentina,4,3,Round of 16,Ak Bars Arena,Alireza Faghani,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/7580.json
7581,43,3,FIFA World Cup,2018,International,male,2018-07-01,18:00:00.000,Croatia,Denmark,1,1,Round of 16,Stadion Nizhny Novgorod (Nizhniy Novgorod),Néstor Fabián Pitana,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/7581.json
7582,43,3,FIFA World Cup,2018,International,male,2018-07-01,14:00:00.000,Spain,Russia,1,1,Round of 16,Stadion Luzhniki,Björn Kuipers,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/7582.json
7583,43,3,FIFA World Cup,2018,International,male,2018-07-02,14:00:00.000,Brazil,Mexico,2,0,Round of 16,Solidarnost Arena,Gianluca Rocchi,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/7583.json
7584,43,3,FIFA World Cup,2018,International,male,2018-07-02,18:00:00.000,Belgium,Japan,3,2,Round of 16,Rostov Arena,Malang Diedhiou,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/7584.json
7585,43,3,FIFA World Cup,2018,International,male,2018-07-03,18:00:00.000,Colombia,England,1,1,Round of 16,Otkritie Bank Arena,Mark Geiger,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/7585.json
7586,43,3,FIFA World Cup,2018,International,male,2018-07-03,14:00:00.000,Sweden,Switzerland,1,0,Round of 16,Saint-Petersburg Stadium ( Gazprom Arena ),Damir Skomina,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/7586.json
8649,43,3,FIFA World Cup,2018,International,male,2018-07-06,14:00:00.000,Uruguay,France,0,2,Quarter-finals,Stadion Nizhny Novgorod (Nizhniy Novgorod),Néstor Fabián Pitana,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/8649.json
8650,43,3,FIFA World Cup,2018,International,male,2018-07-06,18:00:00.000,Brazil,Belgium,1,2,Quarter-finals,Ak Bars Arena,Milorad Mažić,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/8650.json
8651,43,3,FIFA World Cup,2018,International,male,2018-07-07,14:00:00.000,Sweden,England,0,2,Quarter-finals,Solidarnost Arena,Björn Kuipers,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/8651.json
8652,43,3,FIFA World Cup,2018,International,male,2018-07-07,18:00:00.000,Russia,Croatia,2,2,Quarter-finals,Olimpiyskiy Stadion Fisht,Sandro Ricci,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/8652.json
8655,43,3,FIFA World Cup,2018,International,male,2018-07-10,18:00:00.000,France,Belgium,1,0,Semi-finals,Saint-Petersburg Stadium ( Gazprom Arena ),Andrés Cunha,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/8655.json
8656,43,3,FIFA World Cup,2018,International,male,2018-07-11,18:00:00.000,Croatia,England,2,1,Semi-finals,Stadion Luzhniki,Cüneyt Çakιr,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/8656.json
8657,43,3,FIFA World Cup,2018,International,male,2018-07-14,16:00:00.000,Belgium,England,2,0,3rd Place Final,Saint-Petersburg Stadium ( Gazprom Arena ),Alireza Faghani,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/8657.json
8658,43,3,FIFA World Cup,2018,International,male,2018-07-15,17:00:00.000,France,Croatia,4,2,Final,Stadion Luzhniki,Néstor Fabián Pitana,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/8658.json
22921,72,30,Women's World Cup,2019,International,female,2019-06-07,19:00:00.000,France Women's,Korea Republic Women's,4,0,Group Stage,Parc des Princes ,Claudia Umpiérrez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22921.json
22924,72,30,Women's World Cup,2019,International,female,2019-06-08,19:00:00.000,Norway Women's,Nigeria Women's,3,0,Group Stage,Stade Auguste-Delaune II ,Katherine Margaret Jacewicz,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22924.json
22926,72,30,Women's World Cup,2019,International,female,2019-06-08,13:00:00.000,Germany Women's,China PR Women's,1,0,Group Stage,Roazhon Park,Marie-Soleil Beaudoin,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22926.json
22930,72,30,Women's World Cup,2019,International,female,2019-06-08,16:00:00.000,Spain Women's,South Africa Women's,3,1,Group Stage,Stade Océane,,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22930.json
22933,72,30,Women's World Cup,2019,International,female,2019-06-09,11:00:00.000,Australia Women's,Italy Women's,1,2,Group Stage,Stade du Hainaut,Melissa Paola Borjas Pastrana,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22933.json
22934,72,30,Women's World Cup,2019,International,female,2019-06-09,13:30:00.000,Brazil Women's,Jamaica Women's,3,0,Group Stage,Stade des Alpes,Riem Hussein,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22934.json
22936,72,30,Women's World Cup,2019,International,female,2019-06-09,16:00:00.000,England Women's,Scotland W,2,1,Group Stage,Wembley Stadium,Jana Adamkova,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22936.json
22939,72,30,Women's World Cup,2019,International,female,2019-06-10,19:00:00.000,Canada Women's,Cameroon W,1,0,Group Stage,Stade de la Mosson ,Ok Ri-Hyang,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22939.json
22940,72,30,Women's World Cup,2019,International,female,2019-06-10,16:00:00.000,Argentina Women's,Japan Women's,0,0,Group Stage,Parc des Princes ,Stéphanie Frappart,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22940.json
22942,72,30,Women's World Cup,2019,International,female,2019-06-11,13:00:00.000,New Zealand Women's,Netherlands Women's,0,1,Group Stage,Stade Océane,,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22942.json
22943,72,30,Women's World Cup,2019,International,female,2019-06-11,19:00:00.000,United States Women's,Thailand W,13,0,Group Stage,Stade Auguste-Delaune II ,,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22943.json
22944,72,30,Women's World Cup,2019,International,female,2019-06-11,16:00:00.000,Chile Women's,Sweden Women's,0,2,Group Stage,Roazhon Park,Lucila Venegas Montes,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22944.json
22945,72,30,Women's World Cup,2019,International,female,2019-06-12,13:00:00.000,Nigeria Women's,Korea Republic Women's,2,0,Group Stage,Stade des Alpes,Anastasia Pustovoytova,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22945.json
22948,72,30,Women's World Cup,2019,International,female,2019-06-12,19:00:00.000,France Women's,Norway Women's,2,1,Group Stage,Allianz Riviera ,,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22948.json
22949,72,30,Women's World Cup,2019,International,female,2019-06-12,16:00:00.000,Germany Women's,Spain Women's,1,0,Group Stage,Stade du Hainaut,Kateryna Monzul,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22949.json
22955,72,30,Women's World Cup,2019,International,female,2019-06-13,16:00:00.000,Australia Women's,Brazil Women's,3,2,Group Stage,Stade de la Mosson ,Esther Staubli,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22955.json
22956,72,30,Women's World Cup,2019,International,female,2019-06-13,19:00:00.000,South Africa Women's,China PR Women's,0,1,Group Stage,Parc des Princes ,Katalin Kulcsar,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22956.json
22961,72,30,Women's World Cup,2019,International,female,2019-06-14,13:00:00.000,Japan Women's,Scotland W,2,1,Group Stage,Roazhon Park,,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22961.json
22962,72,30,Women's World Cup,2019,International,female,2019-06-14,19:00:00.000,England Women's,Argentina Women's,1,0,Group Stage,Stade Océane,,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22962.json
22963,72,30,Women's World Cup,2019,International,female,2019-06-14,16:00:00.000,Jamaica Women's,Italy Women's,0,5,Group Stage,Stade Auguste-Delaune II ,,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22963.json
22964,72,30,Women's World Cup,2019,International,female,2019-06-15,13:00:00.000,Netherlands Women's,Cameroon W,3,1,Group Stage,Stade du Hainaut,,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22964.json
22966,72,30,Women's World Cup,2019,International,female,2019-06-15,19:00:00.000,Canada Women's,New Zealand Women's,2,0,Group Stage,Stade des Alpes,,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22966.json
22973,72,30,Women's World Cup,2019,International,female,2019-06-16,13:00:00.000,Sweden Women's,Thailand W,5,1,Group Stage,Allianz Riviera ,,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22973.json
22974,72,30,Women's World Cup,2019,International,female,2019-06-16,16:00:00.000,United States Women's,Chile Women's,3,0,Group Stage,Parc des Princes ,Riem Hussein,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22974.json
22980,72,30,Women's World Cup,2019,International,female,2019-06-17,19:00:00.000,Nigeria Women's,France Women's,0,1,Group Stage,Roazhon Park,Melissa Paola Borjas Pastrana,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22980.json
22981,72,30,Women's World Cup,2019,International,female,2019-06-17,19:00:00.000,Korea Republic Women's,Norway Women's,1,2,Group Stage,Stade Auguste-Delaune II ,Marie-Soleil Beaudoin,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22981.json
22983,72,30,Women's World Cup,2019,International,female,2019-06-17,16:00:00.000,China PR Women's,Spain Women's,0,0,Group Stage,Stade Océane,,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22983.json
22984,72,30,Women's World Cup,2019,International,female,2019-06-17,16:00:00.000,South Africa Women's,Germany Women's,0,4,Group Stage,Stade de la Mosson ,Sandra Braz Bastos,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22984.json
68311,72,30,Women's World Cup,2019,International,female,2019-06-18,19:00:00.000,Jamaica Women's,Australia Women's,1,4,Group Stage,Stade des Alpes,Katalin Kulcsar,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/68311.json
68312,72,30,Women's World Cup,2019,International,female,2019-06-18,19:00:00.000,Italy Women's,Brazil Women's,0,1,Group Stage,Stade du Hainaut,Lucila Venegas Montes,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/68312.json
68337,72,30,Women's World Cup,2019,International,female,2019-06-19,19:00:00.000,Japan Women's,England Women's,0,2,Group Stage,Allianz Riviera ,Claudia Umpiérrez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/68337.json
68338,72,30,Women's World Cup,2019,International,female,2019-06-19,19:00:00.000,Scotland W,Argentina Women's,3,3,Group Stage,Parc des Princes ,Ok Ri-Hyang,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/68338.json
68343,72,30,Women's World Cup,2019,International,female,2019-06-20,19:00:00.000,Thailand W,Chile Women's,0,2,Group Stage,Roazhon Park,,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/68343.json
68344,72,30,Women's World Cup,2019,International,female,2019-06-20,16:00:00.000,Netherlands Women's,Canada Women's,2,1,Group Stage,Stade Auguste-Delaune II ,Stéphanie Frappart,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/68344.json
